Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
1372,4,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,4,st. V,Fin de strophe,,,,,,,,4,,"F-Pn fr. 847, fol. 131 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne uenez pas c'a talent de bien fere l'on uos clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
1372,5,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,5,st. V,Fin de strophe,,,,,,,,5,,"F-Pn fr. 24406, fol. 72 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or n'i venez plus talent de b{ie}n fere{ c'on} vous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
1372,6,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,6,st. V,Fin de strophe,,,,,,,,6,,"CH-BEb 389, fol. 44 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or n'i ueneis plux talens de bien faire. com uos cloroit l'uix.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
1373,1,,"Ne vous hastés mie, bele, ne vos hastés mie.",1,M 22,1,,Final,Li 265-789,Robin,Son amie,,,Répondre,,1,vdB 1373Mo,"F-MO H 196, fol. 216 r",ne vous hastés mie bele ne vos hastés mie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A'7,AA',,,,
1373,2,,"Ne vous hastés mie, bele, ne vos hastés mie.",1,M 22,2,,Final,Li 265-789,Robin,Son amie,,,Répondre,,2,vdB 1373Ba,"D-BAs Lit. 115, fol. 53 rb",ne uous hastés mie bele ne vous hastés mie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A'7,AA',,,,
1374,1,,"Ne vos mariez mie, tenez vous ensi.",1,M 367,1,,Final,Li 265-848,,,,,,,1,vdB 1374R,"F-Pn fr. 844, fol. 209 vb",Ne vos mariez mie tenez v{os} ensi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6A5,AA',,,,
1374,2,,"Ne vos mariez mie, tenez vous ensi.",1,M 367,2,,Final,Li 265-848,,,,,,,2,vdB 1374N,"F-Pn fr. 12615, fol. 191 v",Ne vous mariés mie tenés vous ensi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6A5,AA',,,,
1375,1,,Ne vos repentez mie de loiaument amer.,1,N 8,1,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,1,,"F-BL 34, fol. 170 va",Pour dieu ne uos repentez mie. Ce dit de loiaument amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,2,,Ne vos repentez mie de loiaument amer.,1,N 8,2,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,2,,"B-Br 10747, fol. 142 vb",P{our} deu ne uos repantez mie Ce dit de lealment amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,3,,Ne vos repentez mie de loiaument amer.,1,N 8,3,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,3,,"GB-Lbl Harley 4401, fol. 139 vb",Por dieu ne uos repentez mie Ce dist de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,4,,Ne vos repentez mie de loiaument amer.,1,N 8,4,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,4,,"F-Pa 3517, fol. 176 rb",P{our} dieu ne v{ous} repentés mie Chou dist de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,5,,Ne vos repentez mie de loiaument amer.,1,N 8,6,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,5,,"F-Pn fr. 1530, fol. 189 vb",Por dieu ne uos repentez mie Ce dit de laiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,6,,Ne vos repentez mie de loiaument amer.,1,N 8,7,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,6,,"F-Pn fr. 1533, fol. 172 rb",Por dieu ne uos repentez mie Ce dit de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,7,,Ne vos repentez mie de loiaument amer.,1,N 8,8,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,7,,"F-Pn fr. 1536, fol. 154 va",P{our} dieu ne vous repentés mie Ce dist de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,8,,Ne vos repentez mie de loiaument amer.,1,N 8,9,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,8,,"F-Pn fr. 2163, fol. 135 rb",Por dieu ne uos repentez mie Ce dit de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,9,,Ne vos repentez mie de loiaument amer.,1,N 8,10,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,9,,"F-Pn fr. 25532, fol. 141 va",P{our} dieu ne vos repentez mie Ce dist de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,10,,Ne vos repentez mie de loiaument amer.,1,N 8,11,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,10,,"F-Pn fr. 23111, fol. 290 rb",Por dieu ne uos repentez mie Ce dit de loiaume{n}t amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,11,,Ne vos repentez mie de loiaument amer.,1,N 8,12,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,11,,"F-Pn fr. 2193, fol. 52 vb",P{our} dieu ne v{ous} repentés mie Che dist de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,12,,Ne vos repentez mie de loiaument amer.,1,N 8,13,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,12,,"F-Pn fr. 24300, fol. 120 va",P{our} dieu ne u{ous} repentez Ce dit de loiaum{en}t amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,,,,,
1375,13,,Ne vos repentez mie de loiaument amer.,1,N 8,15,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,13,,"I-Rvat Pal. lat. 1969, fol. 136 va",P{our} dieu ne v{ous} repa{n}tez mie Ce dit de leauma{n}t amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,14,,Ne vos repentez mie de loiaument amer.,1,N 8,16,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,14,,"RUS-SPsc fr. f° v. XIV. 9, fol. 174 va",Por dieu ne u{ous} repentez mie Ce dist de loialment am{er},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,15,,Ne vos repentez mie de loiaument amer.,1,N 8,17,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,15,,"F-Pn nouv. acq. fr. 24541, fol. 149 va",Por dieu ne uous repentez mie Ce dit de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,16,,Ne vos repentez mie de loiaument amer.,1,N 8,18,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,16,,"F-B 551, fol. 127 ra",Por dieu ne u{ous} repentez mie Ce dit de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,17,,Ne vos repentez mie de loiaument amer.,1,N 8,19,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,17,,"I-Fl Ashb. 113, fol. 51 rb",Pour dieu ne uous repentez mie Ce dit de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,18,,Ne vos repentez mie de loiaument amer.,1,N 8,20,v. 1108,,N 39,L'auteur (citation),Les nonnes,Commentaire sur le mariage au Christ,Exemple,Dire (inclus dans le refrain) ; Chansonette,,18,,"F-Pn fr. 817, fol. 101 rb",Po{ur} dieu ne vo{us} repentés mie Ce dit de loiaulment amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B8,,,,,
1375,19,,Ne vos repentez mie de loiaument amer.,2,R 11,1,,,N 33,Galeran de Limbourg,L'assemblée des danseurs,Soirée suivant les joutes,Carole,Commencer ; Chanson,,1,,"I-Rvat Reg. lat. 1725, fol. 81 ra",Ne vos repentez mie de loiaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,,,,,
1375,20,,Ne vos repentez mie de loiaument amer.,3,N 18,1,v. 271,,,Les apôtres,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Chanter,,1,,"F-Pn fr. 837, fol. 58 vb",Ne v{ous} repentez mie de leaument amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,,,,,
1375,21,,Ne vos repentez mie de loiaument amer.,3,N 18,2,v. 271,,,Les apôtres,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Chanter,,2,vdB 1375Paradis,"F-Pn fr. 25532, fol. 333 ra",<N>e uos repentez mie de loiaume{n}t am{er},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,AB,,,,
1375,22,,Ne vos repentez mie de loiaument amer.,3,N 18,3,v. 271,,,Les apôtres,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Chanter,,3,,"F-Pn fr. 1802, fol. 100 r",Nous ne nous repentons mie de bien amer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B4,,,,,
1375,23,,Ne vos repentez mie de loiaument amer.,4,C 1963,1,st. V,Fin de strophe,N 52,L'auteur et une compagne anonyme,,Miracle du moine dangereux,Louange,Chanter (chanson-hôte) ; Chanson (chanson-hôte),,1,vdB 1375Rosarius,"F-Pn fr. 12483, fol. 4 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne vous repentez mie de ceste dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6[B6],AB,,,,
1375,24,,Ne vos repentez mie de loiaument amer.,5,C 839,1,Envoi,Fin de strophe,,,,,,,,1,vdB 1375RS839M,"F-Pn fr. 844, fol. 127 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne vos repentez mie de loiaume{n}t amer.,,,A'6B6,AB,,,,
1375,25,,Ne vos repentez mie de loiaument amer.,5,C 839,2,Envoi,Fin de strophe,,,,,,,,2,vdB 1375RS839T,"F-Pn fr. 12615, fol. 24 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne uos repentés mie de loiaument amer,,,A'6B6,AA',,,,
1375,26,,Ne vos repentez mie de loiaument amer.,5,C 839,3,Envoi,Fin de strophe,,,,,,,,3,,"[I-Rvat Reg. lat. 1490], fol. 74 (82) ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,
1375,27,,Ne vos repentez mie de loiaument amer.,6,C 1509,1,st. IIIa,Fin de strophe,,,,,,,,1,vdB 1375RS1509,"F-Pn fr. 12615, fol. 50 v",,,,,,,,,,,,,,,,,,,,,,,,,,,Ne vos repentés mie de loiaument amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,AB,,,,
1375,28,,Ne vos repentez mie de loiaument amer.,7,C 2041,1,st. VI,Fin de strophe,,,,,,,,1,vdB 1375RS2041M,"F-Pn fr. 844, fol. 20 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne vous repentez mie de loiaument amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,AB,,Manuscrit lacunaire,,
1375,29,,Ne vos repentez mie de loiaument amer.,7,C 2041,2,st. VI,Fin de strophe,,,,,,,,2,vdB 1375RS2041T,"F-Pn fr. 12615, fol. 122 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne vous repentés mie de loiaument amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,AB,,,,
1376,1,,Ne vueilliez entr'oublier moi qui vous aing sanz folie.,1,N 22,1,v. 105,,,L'auteur,La dame,,Discours amoureux,Prier,,1,vdB 1376,"F-Pn fr. 146, fol. 60 rc",Ne uueilliez entroublier moi qui v{ous} aing sanz folie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,AB,,,,
1377,1,,"N'i os aler, si envoi un trés douc pensé.",1,C 803,1,st. II,Fin de strophe,,,,,,,,1,vdB 1377T36,"F-Pn fr. 12615, fol. 36 r",,,,,,,,,,,,,,,,,,,,,,,N'i os aler si enuoi vn trés douc pensé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,AB,,,,
1377,2,,"N'i os aler, si envoi un trés douc pensé.",1,C 803,2,st. II,Fin de strophe,,,,,,,,2,vdB 1377T167,"F-Pn fr. 12615, fol. 168 r",,,,,,,,,,,,,,,,,,,,,,,N'i os aler si envois .i. trés douc penser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,AB,,,,
1377,3,,"N'i os aler, si envoi un trés douc pensé.",1,C 803,3,st. II,Fin de strophe,,,,,,,,3,,"[I-Rvat Reg. lat. 1490], fol. 77 (87) vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,Manuscrit lacunaire,,
1378,1,,N'i puis merchi trover ens la belle cui j'aim.,1,N 45,1,v. 1102,,,L'auteur,Le lecteur,Difficulté de séduire Fortune,Commentaire,,,1,,"A-Wn 2621, fol. 29 va",<N>e puis m{er}ci trover a la bele cui i'aim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B6,,,,,
1378,2,,N'i puis merchi trover ens la belle cui j'aim.,1,N 45,2,v. 1102,,,L'auteur,Le lecteur,Difficulté de séduire Fortune,Commentaire,,,2,,[I-Tn L. V. 32],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B6,,,,,
1378,3,,N'i puis merchi trover ens la belle cui j'aim.,2,C 1377,1,st. Ic,Fin de strophe,,,,,,,,1,vdB 1378,"F-Pn fr. 12615, fol. 78 v",,,,,,,,,,,,,,,,,,N'i puis merchi trouer ens la belle cui i'aim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B6,AB,,,,
1378,4,,N'i puis merchi trover ens la belle cui j'aim.,2,C 1377,2,st. Ic,Fin de strophe,,,,,,,,2,,"[I-Rvat Reg. lat. 1490], fol. 108 (125) ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,Manuscrit lacunaire,,
1379,1,,N'ociés pas vostre amant.,1,M 735,1,,Final,Li 265-504,L'auteur,,,,Chanter,,1,vdB 1379,"D-BAs Lit. 115, fol. 21 vb",n'ociés pas uostre amant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7,A,,,,
1379,2,,N'ociés pas vostre amant.,1,M 735,2,,Final,Li 265-504,L'auteur,,,,Chanter,,2,,"[F-B I 716], n° 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1,,N'onques nus ne me chastit k'en tel peine me delit.,1,C 1752,1,,Fin de strophe,,,,,,,,1,vdB 1380,"F-Pn fr. 20050, fol. 16 r",,,,,,,,,,,,,,,,,,n'onques ja nus ne me chastit. k'en tel peine me delit.,,,,,n'onq{ue}s nus ne m'e{n} chastit q'e{n} ceste peine me delit.,,,,n'u{n}ques nus ne me chastit. k'en ceste peine me delit.,,,,n'onq{ue}s n{us} ne me.,,,,n'o{n}kes n{us} ne me.,,,,ma dame qui s'e{n} iue {et} rit. ne nule rie{n} plus ne me dit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A7 (st. I) ; A7A7 (st. II-III) ; A8A8 (st. VI),AB,,,,
1380,2,,N'onques nus ne me chastit k'en tel peine me delit.,1,C 1752,2,,Fin de strophe,,,,,,,,2,,"CH-BEb 389, fol. 110 v",,,,,,,,,,,,,,,,,,n'onkes nuls ne m'en chaistit. k'en ceste poene me delit.,,,,,N'onkes nuls ne m'en chaistit.,,,,N'onkes nuls.,,,,N'onkes nuls ne m'en chaistit.,,,,N'onkes nuls.,,,,N'onkes nuls ne m'en chaistit. k'en ceste poene me delit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,,,,,
1381,1,,N'onques rienz ne fis ne ne dis.,1,C 1689,1,,Interne,,,,,,,,1,vdB 1381M,"F-Pn fr. 844, fol. 152 rb",,,,,,,,,,,,,,,,,,n'onques rienz ne fis. ne ne dis.,,,,,{c'on}ques rienz ne fis. ne dis:,,,,{c'on}ques riens ne fis ne dis:,,,,c'onques rienz ne fis. ne dis:,,,,{c'on}ques rienz ne fis ne dis.,,,,{c'on}ques rienz ne fis ne dis:,,,,{c'on}ques rienz ne fis ne dis.,,,,,,,,,,,,,,,,,,,,,,,,,,,{c'on}ques rienz ne fis ne dis:,,,A8 (st. I) ; A7 (st. II-envoi),AB,,,,
1381,2,,N'onques rienz ne fis ne ne dis.,1,C 1689,2,,Interne,,,,,,,,2,vdB 1381T,"F-Pn fr. 12615, fol. 96 r",,,,,,,,,,,,,,,,,,n'onques rie{n}s ne fis. ne ne dis.,,,,,c'onques riens ne fis ne ne dis.,,,,c'onques rien ne fis ne ne dis.,,,,c'onques riens ne fis ne ne dis.,,,,c'onques riens ne fis ne ne dis.,,,,c'onques riens ne fis ne ne dis.,,,,c'onques riens ne fis ne ne dis.,,,,,,,,,,,,,,,,,,,,,,,,,,,c'onques riens ne fis ne ne dis,,,A8,AB,,,,
1381,3,,N'onques rienz ne fis ne ne dis.,1,C 1689,3,,Interne,,,,,,,,3,vdB 1381a,"I-Rvat Reg. lat. 1490, fol. 41 (44) ra",,,,,,,,,,,,,,,,,,c'onqes riens ne fis. ne ne dis.,,,,,c'onq{ue}s riens ne fis. ne ne dis.,,,,c'onq{ue}s riens ne fis. ne ne dis.,,,,c'onq{ue}s riens ne dis. ne ne fis.,,,,c'onq{ue}s riens ne fis ne ne dis.,,,,c'onq{ue}s riens ne fis ne ne dis.,,,,c'onq{ue}s riens ne fis ne ne dis.,,,,,,,,,,,,,,,,,,,,,,,,,,,c'onq{ue}s riens ne dis ne ne fis.,,,A8,AB,,,,
1382,1,,N'obli mie bele amie.,1,M 54,1,,Interne,Li 265-853,,,,,,,1,vdB 1382MüAI,"D-Mbs Mus. ms. 4775, n° A10, fol. 4 r",n'obli mie bele amie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'3A'3,AB,,Manuscrit lacunaire,,
1382,2,,N'obli mie bele amie.,1,M 54,2,,Interne,Li 265-853a,,,,,,,2,vdB 1382Mo,"F-MO H 196, fol. 268 r",n'oubli mie mes amours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'3B3,AB,,,,
1383,1,,Nos amerons et moi et m'amie jolietement.,1,M 124,1,,Final,Li 265-1730,,,,,,,1,vdB 1383,"F-MO H 196, fol. 139 v",nos amouros {et} moi {et} m'amie iolietement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B5,AB,,,,
1384,1,,Nous devons de cuer loer.,1,C 894,1,,Initial ; Fin de strophe,N 52,"Un poète, cité par l'auteur",,,,,,1,vdB 1384,"F-Pn fr. 12483, fol. 197 va",,,,,,,,,,,,<N>ous deuons de cuer loer,,,,,,Nous deuo{n}s.,,,,,Nous.,,,,No{us} de[uons],,,,Nous devons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7,AB,,,,
