Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
18,4,,"Aé, cuens Guis, amis! La vostre amors me tout solaz et ris.",1,C 594,4,,Fin de strophe,N 3,L'amie d'Alexandre,Aristote,Promenade dans le jardin,Discours amoureux,Chanter (chanson-hôte) ; Chanson de toile (chanson-hôte) ; Appeler (refrain),,4,,"F-Pa 3516, fol. 346 rc",hai: cuens guis amis la vostre amor me tolt solas {et} ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A10,,,,,
18,5,,"Aé, cuens Guis, amis! La vostre amors me tout solaz et ris.",1,C 594,5,,Fin de strophe,N 3,L'amie d'Alexandre,Aristote,Promenade dans le jardin,Discours amoureux,Chanter (chanson-hôte) ; Chanson de toile (chanson-hôte) ; Appeler (refrain),,5,,"F-Pn fr. 19152, fol. 73 rc",Hé: beax q{ue}ns Guis La uostre amor solaz {et} ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A10,,,,,
18,6,,"Aé, cuens Guis, amis! La vostre amors me tout solaz et ris.",1,C 594,6,,Fin de strophe,N 3,L'amie d'Alexandre,Aristote,Promenade dans le jardin,Discours amoureux,Chanter (chanson-hôte) ; Chanson de toile (chanson-hôte) ; Appeler (refrain),,6,,"F-SOM 68, fol. 277 ra",Hé queux gieus amis V{ost}re amer me taut solas {et} ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,
18,7,,"Aé, cuens Guis, amis! La vostre amors me tout solaz et ris.",2,C 594,7,,Fin de strophe,,,,,,,,1,vdB 18,"F-Pn fr. 20050, fol. 65 v",,,,,,,,,,,,,,,,,,Aé cuens guis amis. la u{ost}re amors me tout solaz {et} ris.,,,,,Aé cuens guis amis. la.,,,,Aé cuens guis amis.,,,,Aé cuens guiz amis.,,,,Aé cuens guiz amis.,,,,Aé cuens guiz amis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A10,AB,,,,
19,1,,"A fine amour devendrai fins amis, pour estre miex amee d'amie fine.",1,N 27,1,v. 249,,,Watriquet,Raimondin,,,,,1,,"F-Pn fr. 14968, fol. 166 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B'10,,,,A fine amour deuendrai fins amis Pour estre miex amé d'amie fine.,<A> fine amour deuendrai fins amis P{our} estre miex amez d'amie fine
20,1,,"A gironnees depart amors, a gironnees.",1,N 1,1,Fin du VIIe commandement,,,Largesse,L'ensemble du couvent d'Amour,-,Commentaire,Chanter,,1,,"F-AN 403, fol. 91 ra",A geronnees dep{ars} amours a geronne{e}s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,
20,2,,"A gironnees depart amors, a gironnees.",2,N 18,1,v. 460,,,La vierge Marie,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Aller chanter,,1,,"F-Pn fr. 837, fol. 59 va",A gironees dep{ar}t amors a gironees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,
20,3,,"A gironnees depart amors, a gironnees.",2,N 18,2,v. 460,,,La vierge Marie,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Aller chanter,,2,vdB 20,"F-Pn fr. 25532, fol. 334 rb",A gironnees depart mes amors a gironnees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B'4,AB,,,,
20,4,,"A gironnees depart amors, a gironnees.",2,N 18,3,v. 460,,,La vierge Marie,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Aller chanter,,3,,"F-Pn fr. 1802, fol. 103 r",A gironnees de par amours a giro{n}nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,
20,5,,"A gironnees depart amors, a gironnees.",3,N 9,1,v. 301,,,La châtelaine,Les dames qui l'ont accueillie chez son ami,Conclusion de la st. XXXIV (départ de la châtelaine),Discours,,,1,,"F-Pn fr. 837, fol. 116 ra",a gironees depart amors a gironees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,
21,1,,A Godefroi ai je tout mon cuer douné.,1,M 104,1,,Interne,Li 265-669,Amelot,,,,Dire,,1,vdB 21W2,"D-W Cod. Guelf. 1099 Helmst., fol. 230 v",a godefroi ai ie tout mon cuer douné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B7,AB,,,,
21,2,,A Godefroi ai je tout mon cuer douné.,1,M 101,1,,Interne,Li 265-669a,,,,,,,2,vdB 21F,"I-Fl Plut. 29. 1, fol. 45 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,,,,
21,3,,A Godefroi ai je tout mon cuer douné.,1,M 101,2,,Interne,Li 265-669b,,,,,,,3,vdB 21Lu101,"D-W Cod. Guelf. 1099 Helmst., fol. 181 r",victoria confert subsidia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A6,AB,,,,
21,4,,A Godefroi ai je tout mon cuer douné.,1,M 105,1,,Interne,Li 265-669c,,,,,,,4,vdB 21Lu105,"D-W Cod. Guelf. 1099 Helmst., fol. 232 r",mal ai por uoir en ce sicles uescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B6,AB,,,,
22,1,,"Ahi amours, grant tort avez de moi, qui me menez a mort si ne savez pour coi.",1,C 1304,1,,Fin de strophe,,,,,,,,1,,"F-Pn fr. 844, fol. 38 va",,,,,,,,,,,,,,,,,,ahi amours grant tort auez. de moi. qui me menez a mort. si ne sauez pour coi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10A12,,Refrains st. II-VII manquants,,,
23,1,,"Ahi, mors, mors, mors! Por quoi m'ochiés a tort?",1,C 1377,1,st. IIc,Fin de strophe,,,,,,,,1,vdB 23,"F-Pn fr. 12615, fol. 78 v",,,,,,,,,,,,,,,,,,,,,,,Ahi mors mors mors por quoi m'ochiés a tort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A7,AB,,,,
23,2,,"Ahi, mors, mors, mors! Por quoi m'ochiés a tort?",1,C 1377,2,st. IIc,Fin de strophe,,,,,,,,2,,"[I-Rvat Reg. lat. 1490], fol. 108 (125) rb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,Manuscrit lacunaire,,
24,1,,"Ahi, sovent sospir, quant je n'ai amor fine; ou le querrai?",1,C 800,1,,Fin de strophe,,,,,,,,1,,"F-Pn fr. 12615, fol. 114 r",,,,,,,,,,,,,,,,,,Ahi souent sospir quant ie n'ai amor fine ou le querrai.,,,,,Ahi.,,,,Ahi.,,,,ahi.,,,,ahi.,,,,ahi soue{n}t,,,,Ahi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2B7B7,,,,,
25,1,,"Ahi, terre d'outremer, vous m'avez trahie.",1,N 55,1,v. 20,,,Une félonne,La terre d'outremer,Conclusion de la st. III,Exhortation,Dire en chantant,,1,,"F-Pn fr. 837, fol. 269 va",ahi: te{r}re d'outremer vous m'auez trahie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'12,,,,,
26,1,,"Ay, ai, ai, ai! Comant saurait elle donc les malz ke j'ai?",1,C 1197,1,st. I,Fin de strophe,,,,,,,,1,,"GB-Ob Douce 308, fol. 212 (224) rb",,,,,,,,,,,,,,,,,,<A>y ai ai ai comant saurait elle donc les malz ke i'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A7,,,,,
27,1,,"Ai, ai, ai, ai! J'ai a cuer les malz dont je morrai.",1,C 72,1,,Fin de strophe,,Une bergère (st. I-IV) ; L'auteur (st. V),,,,Dire,,1,,"GB-Ob Douce 308, fol. 196 (206) vb",,,,,,,,,,,,,,,,,,ai ai ai ai i'ai a cuer les malz do{n}t ie morrai.,,,,,ai ai,,,,ai ai,,,,ai ai,,,,ai ai ia ia i'ai santit les malz dont ie guerrai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A9,,,,,
27,2,,"Ai, ai, ai, ai! J'ai a cuer les malz dont je morrai.",2,C 1372,1,st. III,Fin de strophe,,Une bergère,L'auteur,,,Répondre,,1,,"GB-Ob Douce 308, fol. 205 (215) ra",,,,,,,,,,,,,,,,,,,,,,,,,,,ai. i'ai i'ai i'ai. au cuer les malz dont ie morrai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,,,,,
28,1,,"Ai, ai, ai! Au cuer sent les maus que j'ai.",1,M 618,1,,Interne,Li 265-1281,L'auteur,,,,Dire,,1,vdB 28,"F-MO H 196, fol. 295 ra",ai. ai. ai. au cuer sent les maus que i'ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3A7,AB,,,,
29,1,,"Ai amors me seus donois, se n'an kier partir mies.",1,C 1270,1,st. VI,Fin de strophe,,,,,,,,1,,"F-Pn fr. 20050, fol. 119 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai amors me seus donois se n'an kier partir mies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,
29,2,,"Ai amors me seus donois, se n'an kier partir mies.",1,C 1270,2,st. VI,Fin de strophe,,,,,,,,2,,"[CH-BEb 389], fol. 60 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,
29,3,,"Ai amors me seus donois, se n'an kier partir mies.",1,C 1270,3,st. VI,Fin de strophe,,,,,,,,3,,"[GB-Ob Douce 308], fol. 151 (159) vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,
30,1,,"Aiez merci de moi, douche, plus ne puis durer; trop sont grief li mal d'amer.",1,N 23,1,v. 160,,,L'auteur,Sa dame,Rencontre de la dame,Discours amoureux,Dire,,1,vdB 30,"F-Pn fr. 146, fol. 61 vb",Aiés merci de moi douche plus ne puis durer. trop sont grief li mal d'amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B5B7,ABC,,,,
31,1,,"Aiez merci, trés douce dame, du las chetis dolent.",1,N 41,1,l. 2015,,,Les trompeurs,La dame,Illustration de la glose sur les tromperies nécessaires,Discours,Chanter,,1,,"I-MOe {gamma} G. 3. 20 (Campori 42), fol. 40 r",aiez mercy douce dame du las chetif dolant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B6,,,,,
31,2,,"Aiez merci, trés douce dame, du las chetis dolent.",1,N 41,2,l. 2015,,,Les trompeurs,La dame,Illustration de la glose sur les tromperies nécessaires,Discours,Chanter,,2,,"F-Pa 2741, fol. 35 rb",aiés m{er}cy douce dame de ce las chaitif dolent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B7,,,,,
31,3,,"Aiez merci, trés douce dame, du las chetis dolent.",1,N 41,3,l. 2015,,,Les trompeurs,La dame,Illustration de la glose sur les tromperies nécessaires,Discours,Chanter,,3,,"F-Pn fr. 881, fol. 76 ra",Aiez merci t{ré}s douce dame du las chetis dolent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8B6,,,,,
31,4,,"Aiez merci, trés douce dame, du las chetis dolent.",1,N 41,4,l. 2015,,,Les trompeurs,La dame,Illustration de la glose sur les tromperies nécessaires,Discours,Chanter,,4,,"B-Br 10988, fol. 56 v",Aiés merchi douce dame de ce las chetif doula{n}t.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,,,,,
32,1,,"Ay, mesdisans felon, de Dieu soiés vous houni!",1,M 728,1,,Interne,Li 265-1558,,,,,,,1,vdB 32Mo,"F-MO H 196, fol. 295 vb",ay mesdisans felon de dieu soiés vous houni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AB,,,,
32,2,,"Ay, mesdisans felon, de Dieu soiés vous houni!",1,M 728,2,,Interne,Li 265-1558,,,,,,,2,vdB 32Ba,"D-BAs Lit. 115, fol. 18 rb",ahi mesdisa{n}s felon de dieu soiés uous ho{n}ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AB,,,,
32,3,,"Ay, mesdisans felon, de Dieu soiés vous houni!",1,M 728,3,,Interne,Li 265-1558,,,,,,,3,,"[F-B I 716], n° 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,,"Ay, mesdisans felon, de Dieu soiés vous houni!",1,M 728,4,,Interne,Li 265-1558,,,,,,,4,vdB 32Tu,"I-Tr Vari 42, fol. 4 vb",ai mesdisa{n}t felon. de dieu soiés uos honit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AB,,,,
32,5,,"Ay, mesdisans felon, de Dieu soiés vous houni!",2,M 729,1,,Interne,Li 265-1558a,,,,,,,1,vdB 32Lu729,"D-Mbs Clm. 5539, fol. 78 v",tum deo fit unitas facta est me dictas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B6,AB,,,,
32,6,,"Ay, mesdisans felon, de Dieu soiés vous houni!",3,M 729a,1,,Interne,Li 265-1558b,,,,,,,1,vdB 32Lu729a,"E-BUlh s/n (Codex Las Huelgas), fol. 107 r",rogam{us} te o pia sis aduocatrix nostra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AB,,,,
33,1,,"Aimi, aimi, aimi, Diex, aimi, a jointes mains merci li pri qu'ele ne me mete en oubli.",1,M 15,1,,Interne,Li 265-16,,,,,,,1,vdB 33,"F-MO H 196, fol. 144 v",aimi aimi aimi diex aimi a iointes mains merci li pri q{u'e}le ne me mete en oubli.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A8A8,ABC,,,,
34,1,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",1,N 54,1,v. 67,,,L'auteur,Sa dame,Conclusion de la st. VIII,Prière,Dire en chantant ; Mot,,1,,"F-Pn fr. 837, fol. 271 va",aimi aimi aimi diex amoretes m'ocient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,
34,2,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",2,C 2131,1,,Fin de strophe,,,,,,,,1,,"CH-E fragment, fol. 89 r",<H>emi hemi hemi dex amoretes m'ocient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,Manuscrit lacunaire,,
34,3,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,1,st. IV,Fin de strophe,,Une bergère,,,,,,1,,"[F-Pn fr. 20050], fol. 154 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. lacunaire et refrain manquant,,,
34,4,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,2,st. IV,Fin de strophe,,Une bergère,,,,,,2,,"F-Pn fr. 20050, fol. 157 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amin amin amin deus amoretes m'osient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,
34,5,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,3,st. IV,Fin de strophe,,Une bergère,,,,,,3,,"[F-Pn fr. 12615], fol. 171 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,
34,6,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,4,st. IV,Fin de strophe,,Une bergère,,,,,,4,,"F-Pa 5198, p. 338 b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aimi aimi amoretes m'ont traï.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A7,,,,,
34,7,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,5,st. IV,Fin de strophe,,Une bergère,,,,,,5,,"F-Pn fr. 845, fol. 163 va",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aimi aimi amoretes m'ont traï.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A7,,,,,
34,8,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,6,st. IV,Fin de strophe,,Une bergère,,,,,,6,,"F-Pn nouv. acq. fr. 1050, fol. 222 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aimi aimi amoretes m'ont traï.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A7,,,,,
34,9,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",3,C 607,7,st. IV,Fin de strophe,,Une bergère,,,,,,7,,"F-Pn fr. 847, fol. 187 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aimi aimi amoretes m'ont traï.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A7,,,,,
34,10,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",4,M 1035,1,,,,,,,,,,1,vdB 34r1,"F-Pn fr. 12615, fol. 192 r",,,<A>j{m}mi aimmi aimmi. diex amouretes m'ochient.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AA',,,,
34,11,,"Aimmi, aimmi, aimmi, Diex, amouretes m'ochient.",4,M 1035,1,,,,,,,,,,2,vdB 34r2,"F-Pn fr. 12615, fol. 192 r",,,,Aimmi aimmi aimmi diex amouretes m'ochient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AA',,,,
35,1,,"Enmi, enmi, enmi, laice, je n'ai point d'amin.",1,C 1701,1,,Fin de strophe,,Une bergère,L'auteur (st. II-III),,,S'écrier en haut (st. I) ; Répondre (st. II-III),,1,,"GB-Ob Douce 308, fol. 207 (217) va",,,,,,,,,,,,,,,,,,enmi enmi enmi. laice ie n'ai point d'amin.,,,,,k'ai{n}mi. enmi enmi.,,,,enmi enmi. laice bone amor m'oscist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A7,,,,,
36,1,,"Emi, emi, Marotele, vos trairés l'ame de mi.",1,M 829,1,,Final,Li 265-199,L'auteur,,,,Dire,,1,vdB 36Lu829,"F-MO H 196, fol. 240 r",aimi aimi marotele voz traiés l'ame de mi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
36,2,,"Emi, emi, Marotele, vos trairés l'ame de mi.",2,M 290,1,,Enté,Li 265-591,,,,,,,1,vdB 36Lu290,"F-MO H 196, fol. 210 v",<E>mi. emi marotele voz trairés l'ame de mi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
36,3,,"Emi, emi, Marotele, vos trairés l'ame de mi.",2,M 291,1,,Enté,Li 265-591,,,,,,,2,vdB 36Lu291,"F-MO H 196, fol. 211 r",<E>mi. emi marotele voz trairés l'ame de mi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
36,4,,"Emi, emi, Marotele, vos trairés l'ame de mi.",3,M 884,1,,Interne,Li 265-260,,,,,,,1,vdB 36Lu884,"F-MO H 196, fol. 332 (330) va",aymi aymi marotele vous traiés l'ame de mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
37,1,,"Aimi, brunete jolie, por Deu, ne m'ociez mie.",1,C 988,1,,Fin de strophe,,,,,,,,1,vdB 37,"F-Pa 5198, p. 412 a",,,,,,,,,,,,,,,,,,Aimi brunete iolie. por deu ne m'ociez mie.,,,,,Aimi,,,,Aimi,,,,Aimi,,,,Aimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7A'7,AB,,,,
37,2,,"Aimi, brunete jolie, por Deu, ne m'ociez mie.",1,C 988,2,,Fin de strophe,,,,,,,,2,,"GB-Ob Douce 308, fol. 229 (240) rb",,,,,,,,,,,,,,,,,,En mi brunette iolie. por deu ne m'oblieis mie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7A'7,,Refrains st. II/IV/V manquants,,,
38,1,,"Enmi, dame, je vos ains, et vos me haïeiz.",1,R 127,1,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 248 (261) va",,,<E>nmi dame ie uos ains {et} uos me haiez.,Enmi dame ie vous ain {et} uos me haieiz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B5,,,,,
38a,1,,"Aymi, Dieus, aymi, aymi, Diex, qu'en ferai?",1,N 67,1,v. 134,,,L'amant,Lui-même,L'auteur prévient la dame qu'il a entendu chanter son amant,Commentaire,Oïr chanter,,1,,"F-Pn fr. 837, fol. 218 rb",aimi aimi diex aimi q{ue} ferai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2B8,,,,,
